year,inegi_code,state,mode,type,subtype,January,February,March,April,May,June,July,August,September,October,November,December
2012,30,VERACRUZ,HOMICIDIOS,DOLOSOS,OTROS,26,42,20,42,52,36,36,51,38,36,30,25
2012,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2012,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,1,0,1,3,1,0,0,4,0,0,0
2012,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,2,1,2,1,0,1,2,0,1,0
2012,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,2,0,1,5,1,2,2,0,1,0,2,0
2012,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2012,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,7,4,6,3,4,4,9,8,10,13,9,12
2012,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,1,1,1,1,5,6,3,2,2,1,1
2012,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,7,1,2,4,4,4,9,4,6,7,7,9
2012,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,1,1,1,0,0,0,1,0,10,2,0,0
2013,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,2,0,2,0,0,2,1,0,0,3,0
2013,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,1,0,1,1,2,2,0,0,0,2,1
2013,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,2,0,2,1,1,0,3,2,4,2,1,0
2013,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,32,35,32,37,41,34,28,24,33,40,36,33
2013,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,5,5,7,8,10,12,11,13,7,8,13
2013,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,19,10,17,29,17,25,19,16,19,17,15,23
2013,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,1,5,4,4,3,6,4,1,5,2,0,3
2013,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,0,1,2,0,8,1,0,0,4,4,2
2013,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,2,2,0,1,1,1,0,2,0,1,1
2013,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,1,0,0,2,3,1,2,2,1,1,1,4
2013,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,2,0,0
2013,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,1,3,2,5,1,6,1,2,2,2
2013,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,2,1,3,2,1,3,1,2,3,0,3
2013,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,1,2,3,2,0,2,2,2,1,3,1,2
2013,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,9,12,11,13,13,20,17,16,12,10,13,13
2013,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,7,9,9,13,7,12,7,12,8,13,11
2013,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,34,14,21,26,25,26,13,12,20,10,17,11
2013,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,55,58,45,47,47,71,63,64,71,70,47,58
2013,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,8,15,14,17,12,6,10,13,7,13,9
2013,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,59,46,72,72,65,61,51,50,39,32,33,40
2013,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,28,26,39,40,42,17,36,29,29,50,22,21
2013,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,5,4,10,7,8,12,8,4,15,5,8,7
2013,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,18,13,18,14,15,13,18,14,13,12,10,11
2013,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,1,0,0,1,0,0,0,0,0,0,0,2
2013,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,24,13,12,9,10,9,8,8,8,10,10,12
2013,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,6,3,1,3,0,2,4,2,0,0,1
2013,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,5,2,0,1,0,0,3,2,1,1,2,2
2013,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,1,0,0,0,1,0,0,0,0,1,0
2013,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,36,38,37,32,45,35,18,38,34,45,30,32
2013,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,7,6,3,14,6,11,11,7,10,14,9
2013,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,27,19,30,17,21,18,17,16,12,14,22,14
2013,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,29,26,27,33,22,12,47,32,24,15,17,16
2013,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,4,4,3,2,3,4,9,3,3,8,4
2013,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,16,10,9,6,7,5,9,10,12,13,6,5
2013,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,6,0,0,2,3,3,1,2,1,0,2,0
2013,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,21,25,34,32,30,38,42,38,38,36,30,39
2013,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,12,10,9,15,18,15,9,8,5,8,3,14
2013,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,OTROS,4,8,7,20,9,13,8,9,9,7,8,10
2013,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,93,116,111,144,117,120,118,133,123,118,132,96
2013,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,9,7,12,12,13,8,10,9,9,13,6,14
2013,12,GUERRERO,HOMICIDIOS,DOLOSOS,OTROS,50,54,39,43,56,57,38,30,39,27,50,61
2013,12,GUERRERO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,11,3,6,7,4,8,5,3,2,9,3,6
2013,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,2,0,5,3,0,1,2,3,0,1,0
2013,13,HIDALGO,HOMICIDIOS,DOLOSOS,OTROS,6,3,0,2,3,1,8,2,2,6,5,0
2013,13,HIDALGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,65,76,57,44,64,58,42,61,41,61,39,36
2013,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,9,16,16,9,8,8,16,6,17,19,12,15
2013,14,JALISCO,HOMICIDIOS,DOLOSOS,OTROS,21,15,28,29,23,18,10,12,17,9,15,14
2013,14,JALISCO,HOMICIDIOS,DOLOSOS,SIN DATOS,4,11,19,9,13,8,5,4,6,5,4,5
2013,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,109,96,87,95,101,99,115,119,122,109,113,106
2013,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,17,19,9,20,13,19,23,14,21,18,21,18
2013,15,MEXICO,HOMICIDIOS,DOLOSOS,OTROS,32,30,29,35,45,45,35,38,31,51,42,36
2013,15,MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,23,26,41,45,37,32,25,38,38,47,52,71
2013,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,3,6,6,7,2,2,11,8,14,5,6
2013,16,MICHOACAN,HOMICIDIOS,DOLOSOS,OTROS,22,20,31,31,26,23,31,33,42,38,37,20
2013,16,MICHOACAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,19,30,21,30,27,34,36,21,27,23,25,30
2013,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,5,2,6,6,5,4,7,7,4,6,5
2013,17,MORELOS,HOMICIDIOS,DOLOSOS,OTROS,29,24,40,15,10,20,9,9,10,16,13,19
2013,17,MORELOS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,10,6,14,7,8,7,8,4,8,5,8,7
2013,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,2,3,2,5,5,4,2,4,1,1,2
2013,18,NAYARIT,HOMICIDIOS,DOLOSOS,OTROS,2,0,1,0,2,1,0,1,1,2,0,1
2013,18,NAYARIT,HOMICIDIOS,DOLOSOS,SIN DATOS,1,3,3,3,0,3,0,1,0,0,2,0
2013,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,93,59,38,70,51,38,33,34,29,25,21,26
2013,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,1,4,7,3,9,10,11,8,8,5,9
2013,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,OTROS,10,11,13,8,8,6,11,6,13,11,7,17
2013,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,1,0,2,0,0,0,0,0,0,0
2013,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,1,0,0,0,0,0,0
2013,20,OAXACA,HOMICIDIOS,DOLOSOS,OTROS,26,32,46,45,40,54,52,36,48,51,47,55
2013,20,OAXACA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,15,22,21,20,19,16,16,15,11,15,15,16
2013,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,10,6,10,10,7,3,4,6,8,7,7,8
2013,21,PUEBLA,HOMICIDIOS,DOLOSOS,OTROS,9,14,10,19,8,11,9,10,9,8,5,10
2013,21,PUEBLA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,1,2,0,0,0,0,0,0,0,1,1
2013,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,1,0,0,2,0,1
2013,22,QUERETARO,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2013,22,QUERETARO,HOMICIDIOS,DOLOSOS,SIN DATOS,5,9,5,10,11,7,11,11,11,7,4,11
2013,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,2,5,3,1,3,4,9,2,5,0,3
2013,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,1,3,5,1,0,2,2,5,0,0,1
2013,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,OTROS,13,10,14,16,5,20,8,9,12,8,10,10
2013,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,SIN DATOS,1,0,2,5,2,1,0,3,0,1,0,1
2013,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,7,8,16,8,8,9,5,5,0,7,2,3
2013,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,3,3,4,6,2,5,4,1,3,4,0
2013,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,OTROS,10,19,15,10,18,9,11,8,15,11,6,14
2013,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,80,52,78,70,74,82,59,80,75,61,65,59
2013,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,6,11,10,4,9,3,5,5,8,2,2
2013,25,SINALOA,HOMICIDIOS,DOLOSOS,OTROS,5,2,10,2,8,8,7,7,4,5,12,5
2013,25,SINALOA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,1,0,0,0,1,0,0,0,0
2013,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,27,28,31,32,48,29,30,33,44,36,36,29
2013,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,2,8,5,8,3,6,2,6,6,3,4
2013,26,SONORA,HOMICIDIOS,DOLOSOS,OTROS,3,14,18,10,9,15,5,3,12,11,6,6
2013,26,SONORA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2013,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2013,27,TABASCO,HOMICIDIOS,DOLOSOS,OTROS,9,7,11,11,18,8,11,16,14,11,10,14
2013,27,TABASCO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,8,0,1,6,5,1,4,3,4,4,5,5
2013,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,3,3,7,5,2,5,3,3,1,3,0
2013,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,OTROS,54,39,50,29,33,41,31,34,32,39,42,32
2013,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,1,3,0,0,0,0,0,0,0,9
2013,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,3,6,4,0,0,2,0,3,5,0,0
2013,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,0,4,1,1,1,1,1,0,1,1
2013,29,TLAXCALA,HOMICIDIOS,DOLOSOS,OTROS,3,3,3,1,0,5,6,2,0,3,4,2
2013,29,TLAXCALA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,18,20,40,26,24,31,25,22,16,28,21,25
2013,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,8,7,13,11,9,11,10,12,14,12,8,4
2013,30,VERACRUZ,HOMICIDIOS,DOLOSOS,OTROS,38,34,26,45,50,47,38,42,22,43,35,28
2013,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,0,1,0,0,0,0,1,1,1,1,1
2013,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,1,2,3,2,1,2,1,2,3,0,3
2013,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,1,2,1,1,1,1,1,2,0,1,1,1
2013,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2013,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,10,6,9,4,5,4,7,2,5,9,7,1
2013,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,0,1,2,5,1,3,2,5,1,1
2013,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,3,2,3,8,25,3,4,1,2,4,2,18
2013,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,2,0,0,0,1,0,1,1,4,1,2
2014,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,2,2,2,2,0,0,1,0,1
2014,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,0,3,2,0,2,4,0,1,2,2,2,1
2014,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,36,39,29,22,25,24,30,26,36,35,15,17
2014,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,15,14,9,10,8,7,12,19,9,9,5,5
2014,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,17,16,13,25,11,26,12,13,16,14,20,22
2014,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,7,3,8,0,3,5,2,3,4,9,5,4
2014,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,2,1,0,0,0,1,5,3,9,11,2
2014,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,4,0,2,2,2,1,1,0,1,1,3
2014,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,0,1,2,0,1,0,0,1,3,2,4,0
2014,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,1,0,1,1,0
2014,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,0,3,2,2,1,2,1,3,5,2,2
2014,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,0,2,2,4,1,1,3,0,3,2,4
2014,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,3,1,0,1,1,1,1,0,0,2,4,1
2014,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,13,12,15,14,20,7,10,7,11,5,5,7
2014,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,10,15,16,7,11,8,7,10,7,4,10
2014,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,12,10,10,14,14,15,16,13,19,12,14,22
2014,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,58,61,51,50,66,53,58,53,53,57,53,60
2014,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,5,12,20,18,8,18,17,12,6,8,13
2014,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,28,24,35,27,24,19,17,18,15,16,27,19
2014,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,18,23,12,9,20,10,19,12,17,14,16,20
2014,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,3,3,5,4,6,5,4,7,10,8,4
2014,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,10,11,11,11,8,12,15,8,8,11,11,10
2014,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,2,1,0,0,1,3,2,0,0,0,2
2014,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,12,5,11,4,5,3,6,1,4,8,6
2014,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,1,1,2,3,1,2,1,1,1,0,0
2014,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,2,1,1,2,1,1,2,0,0,1,2,0
2014,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,2,0,0,0,0,0,0,0,1,0,0
2014,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,42,26,47,39,29,33,31,31,39,35,39,51
2014,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,8,5,13,9,8,6,9,8,9,12,11,10
2014,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,13,12,15,18,20,18,12,15,11,17,30,18
2014,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,26,14,15,38,15,13,15,13,21,9,20,18
2014,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,1,3,5,3,3,3,1,6,5,2,2
2014,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,6,2,2,3,7,4,6,6,7,6,4,6
2014,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,1,0,0,0,0,0,0,0,0,0,0
2014,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,35,21,34,30,48,33,32,46,30,38,41,41
2014,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,5,9,19,10,14,8,8,8,14,13,15,15
2014,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,OTROS,9,14,12,8,17,8,15,13,16,12,13,5
2014,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,75,81,74,49,60,52,67,79,72,69,60,72
2014,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,10,5,8,12,8,7,6,10,6,7,5,5
2014,12,GUERRERO,HOMICIDIOS,DOLOSOS,OTROS,71,46,62,62,54,44,42,45,43,42,61,43
2014,12,GUERRERO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,5,6,3,4,3,5,5,5,4,4,4
2014,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,2,2,5,6,3,1,1,3,0,1,2
2014,13,HIDALGO,HOMICIDIOS,DOLOSOS,OTROS,2,5,6,8,4,6,7,4,7,5,5,0
2014,13,HIDALGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,42,35,46,43,41,49,38,46,40,42,37,48
2014,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,8,12,15,15,15,9,11,14,15,8,13,14
2014,14,JALISCO,HOMICIDIOS,DOLOSOS,OTROS,16,21,32,15,24,24,17,18,13,13,10,11
2014,14,JALISCO,HOMICIDIOS,DOLOSOS,SIN DATOS,4,2,4,6,3,3,0,2,1,5,2,5
2014,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,133,132,130,94,85,82,107,106,91,103,92,117
2014,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,16,19,23,24,18,24,28,33,21,26,11,29
2014,15,MEXICO,HOMICIDIOS,DOLOSOS,OTROS,36,38,20,35,35,32,33,41,51,47,41,41
2014,15,MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,48,46,40,32,51,43,31,32,35,28,36,27
2014,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,3,11,10,10,3,9,5,7,9,6,1
2014,16,MICHOACAN,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,0,0,0,0,0,0,0,0,0
2014,16,MICHOACAN,HOMICIDIOS,DOLOSOS,SIN DATOS,38,30,46,35,34,39,29,36,22,25,17,28
2014,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,30,18,22,21,13,11,10,16,11,15,17,15
2014,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,5,9,8,7,4,3,2,2,7,6,6,1
2014,17,MORELOS,HOMICIDIOS,DOLOSOS,OTROS,7,15,14,14,11,19,21,18,12,10,12,4
2014,17,MORELOS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2014,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,2,3,7,4,7,5,8,6,4,3,3
2014,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,3,3,3,5,4,2,4,2,0,1,0
2014,18,NAYARIT,HOMICIDIOS,DOLOSOS,OTROS,5,1,4,0,2,3,2,1,4,1,1,0
2014,18,NAYARIT,HOMICIDIOS,DOLOSOS,SIN DATOS,0,1,0,0,1,0,0,0,0,0,0,0
2014,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,22,23,36,37,26,19,19,16,23,18,23,20
2014,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,11,4,8,6,9,7,8,7,8,5,9,11
2014,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,OTROS,12,12,6,9,7,8,7,15,13,10,6,10
2014,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
